Categoria,Posicao,Cod_dekoreba,English,French,German,Italian,Portuguese,Spanish
adverbios,2,159,occasionally,finalement,letztendlich,,enfim,al final
adverbios,3,159,at length,à la fin,schließlich,,finalmente,
adverbios,1,160,easily,facilement,leicht,facilmente,facilmente,fácilmente
adverbios,2,160,readily,aisément,einfach,agevolmente,com desenvoltura,descansadamente
adverbios,3,160,smoothly,,mühelos,,sem esforço,desenvueltamente
adverbios,1,161,often,fréquemment,oft,frequentemente,freqüentemente,a menudo
adverbios,2,161,frequently,beaucoup,häufig,sovente,muitas vezes,con frecuencia
adverbios,3,161,oftentimes,souvent,viel,spesso,amiúde,frecuentemente
adverbios,1,162,finally,finalement,schließlich,finalmente,finalmente,finalmente
adverbios,2,162,eventually,enfin,endlich,infine,por fim,al fin
adverbios,3,162,at last,à la fin,letztendlich,alla fine,enfim,por fin
adverbios,1,163,coldly,froidement,kalt,freddamente,friamente,fríamente
adverbios,2,163,in cold blood,calmement,kaltblütig,serenamente,insensivelmente,a sangre fría
adverbios,3,163,dispassionately,flegmatiquement,leidenschaftslos,spassionatamente,,glacialmente
adverbios,1,164,generally,généralement,gewöhnlich,generalmente,geralmente,generalmente
adverbios,2,164,usually,ordinairement,überhaupt,in genere,em geral,por lo general
adverbios,3,164,broadly,en général,generell,solitamente,habitualmente,en general
adverbios,1,165,gracefully,gracieusement,anmutig,graziosamente,graciosamente,agraciadamente
adverbios,2,165,charmingly,affetto,graziös,leggiadramente,,graciosamente
adverbios,3,165,elegantly,avec grâce,anstandslos,armoniosamente,,galanamente
adverbios,1,166,sorely,grandement,hoch,molto,grandemente,grandemente
adverbios,2,166,amain,cruellement,sehr,enormemente,enormemente,muy
adverbios,3,166,big time,beaucoup,viel,grandemente,dolorosamente,penosamente
adverbios,1,167,face screaming in fear,,Vor Angst schreiender Smiley,faccina terrorizzata,gritando,cara atemorizada
adverbios,1,170,today,aujourd’hui,heute,oggi,hoje,hoy
adverbios,2,170,nowadays,aujourd'hui,heutzutage,oggigiorno,atualmente,hoy día
adverbios,3,170,currently,actuellement,Heute,attualmente,hoje em dia,actualmente
adverbios,1,171,immediately,immédiatement,sofort,immediatamente,imediatamente,inmediatamente
adverbios,2,171,at once,tout de suite,sogleich,subito,directamente,en el acto
adverbios,3,171,directly,aussitôt,alsbald,fra poco,sem demora,en seguida
adverbios,1,172,unfortunately,malheureusement,leider,purtroppo,infelizmente,desgraciadamente
adverbios,2,172,alas,malencontreusement,unglücklicherweise,sfortunatamente,desgraçadamente,desafortunadamente
adverbios,3,172,sadly,heureusement,bedauerlich,malauguratamente,lamentavelmente,infelizmente
adverbios,1,173,initially,initialement,anfänglich,originariamente,inicialmente,inicialmente
adverbios,2,173,early on,au début,zuerst,dapprima,de início,ingenuo
adverbios,3,173,aboriginal,d’abord,ursprünglich,inizialmente,primeiramente,natural
adverbios,1,174,intensely,intensément,intensiv,intensamente,intensamente,intensamente
adverbios,2,174,deeply,profondément,,,,fijamente
adverbios,3,174,fiercely,extrêmement,,,,
adverbios,1,175,by fits and starts,par accès,intermittierend,,intermitentemente,intermitentemente
adverbios,2,175,off and on,par intermittence,von Zeit zu Zeit aussetzend,,,
adverbios,3,175,on and off,par intervalle,absatzweise,,,
adverbios,1,176,together,ensemble,nahe,vicino,junto,junto
adverbios,2,176,close,proche,zusammen,insieme,próximo,cerca
adverbios,3,176,near,contigu,daneben,prossimo,vizinho,cercano
adverbios,1,177,tongue-in-cheek,plaisamment,,,jocosamente,jocosamente
adverbios,1,178,accurately,justement,genau,giustamente,justamente,justamente
adverbios,2,178,precisely,précisément,präzise,giusto,precisamente,precisamente
adverbios,3,178,exactly,proprement,richtig,accuratamente,exatamente,con exactitud
adverbios,1,180,side,côté,Seite,lato,lado,lado
adverbios,2,180,flank,flanc,Flanke,fianco,face,cara
adverbios,3,180,face,face,Facette,faccia,flanco,faz
adverbios,1,181,slowly,lentement,langsam,lentamente,lentamente,lentamente
adverbios,2,181,easy,tout doucement,allmählich,pian piano,devagar,despacio
adverbios,3,181,slow,aisément,mählich,placido,vagarosamente,a paso de tortuga
adverbios,1,182,far,loin,fern,lontano,longe,lejos
adverbios,2,182,afar,lointain,weit,distante,distante,lejano
adverbios,3,182,away,distant,entfernt,lontana,fora,distante
adverbios,1,183,,,,,lucidamente,lúcidamente
adverbios,1,184,somewhat,légèrement,ein wenig,leggermente,ligeiramente,ligeramente
adverbios,2,184,slightly,assez,leicht,alquanto,fracamente,levemente
adverbios,3,184,faintly,quelque peu,irgendetwas,piuttosto,lestamente,algo
adverbios,1,185,locally,localement,aktuell,localmente,localmente,localmente
adverbios,2,185,topically,ponctuellement,thematisch,,,en la zona
adverbios,3,185,,sur place,zeitnah,,,
adverbios,1,186,legally,légalement,legal,legalmente,legalmente,legalmente
adverbios,2,186,lawfully,juridiquement,rechtens,giuridicamente,pela lei,
adverbios,3,186,as a matter of law,légitimement,gesetzlich,lecitamente,,
adverbios,1,187,,,,,literariamente,literariamente
adverbios,1,188,more,plus,mehr,più,mais,más
adverbios,2,188,plus,davantage,weiter,piuttosto,além disso,más bien
adverbios,3,188,most,et,plus,e,e,y
adverbios,1,189,less,moins,weniger,meno,menos,menos
adverbios,2,189,minus,hormis,minus,salvo,exceto,excepto
adverbios,3,189,except,sauf,Minuszeichen,meno di tutti,fora,salvo
adverbios,1,190,much,beaucoup,viel,molto,muito,mucho
adverbios,2,190,many,très,sehr,tanto,bastante,muy
adverbios,3,190,very,beaucoup de,zu,grandemente,muitos,demasiado
adverbios,1,191,evil,mal,Übel,male,mal,mal
adverbios,2,191,harm,à peine,schlecht,danno,dano,apenas
adverbios,3,191,badly,erronément,Böse,appena,erradamente,daño
adverbios,1,192,best,meilleur,besser,migliore,melhor,mejor
adverbios,2,192,better,mieux,beste,meglio di,único,más bien
adverbios,3,192,ideally,crème,am liebsten,meglio,,flor
adverbios,1,194,painstakingly,,,,meticulosamente,meticulosamente
adverbios,1,195,darkly,mystérieusement,geheim,enigmaticamente,misteriosamente,misteriosamente
adverbios,2,195,uncannily,énigmatiquement,rätselhaft,misteriosamente,,
adverbios,3,195,cryptically,amphigouriquement,,tenebrosamente,,
adverbios,1,196,momentarily,d’un moment à l’autre,momentan,momentaneamente,momentaneamente,momentáneamente
adverbios,2,196,momently,momentanément,augenblicklich,per un momento,,en cualquier instante
adverbios,3,196,at any moment,,,,,en cualquier momento
adverbios,1,197,,,,,morosamente,morosamente
adverbios,1,198,never,jamais,niemals,mai,nunca,nunca
adverbios,2,198,not ever,au grand jamais,nie,giammai,jamais,jamás
adverbios,3,198,when pigs fly,jamais de la vie,nimmer,non ... mai,em tempo algum,no ... nunca
adverbios,1,199,naturally,naturellement,natürlich,naturalmente,naturalmente,naturalmente
adverbios,2,199,of course,bien entendu,selbstverständlich,certo,claro,por supuesto
adverbios,3,199,au naturel,bien sûr,natürlicherweise,per forza,de acordo,desde luego
adverbios,1,200,necessarily,nécessairement,notwendigerweise,necessariamente,necessariamente,necesariamente
adverbios,2,200,inevitably,absolument,nötig,fatalmente,forçosamente,
adverbios,3,200,needs,forcément,,inevitabilmente,inevitavelmente,
adverbios,1,201,,,,,nobremente,noblemente
adverbios,1,202,yesterday,hier,gestern,ieri,ontem,ayer
adverbios,2,202,,avant-hier,gestriger Tag,,de ontem,
adverbios,3,202,,,Gestern,,passado recente,
adverbios,1,203,obviously,évidemment,offenbar,ovviamente,obviamente,obviamente
adverbios,2,203,manifestly,clairement,offenkundig,evidentemente,abertamente,claro
adverbios,3,203,apparently,de toute évidence,offensichtlich,evidente,claramente,evidentemente
adverbios,1,204,occasionally,occasionnellement,gelegentlich,occasionalmente,ocasionalmente,a veces
adverbios,2,204,from time to time,de temps en temps,ab und an,a volte,de quando em quando,de vez en cuando
adverbios,3,204,now and then,parfois,ab und zu,alle volte,de vez em quando,ocasionalmente
adverbios,1,205,officially,officiellement,offiziell,ufficialmente,oficialmente,oficialmente
adverbios,2,205,formally,formellement,formell,formalmente,de forma oficial,formalmente
adverbios,3,205,,solennellement,,,formalmente,
adverbios,1,206,ordinarily,ordinairement,gewöhnlich,comunemente,ordinariamente,ordinariamente
adverbios,2,206,usually,communément,allgemein,generalmente,comumente,comúnmente
adverbios,3,206,commonly,d’habitude,gewöhnlicherweise,normalmente,geralmente,corrientemente
adverbios,1,207,conspicuously,en apparence,,,ostensivamente,ostensiblemente
adverbios,2,207,overly,soi-disant,,,,
adverbios,3,207,ostensibly,,,,,
adverbios,1,208,audaciously,audacieusement,kaltblütig,audacemente,ousadamente,audazmente
adverbios,2,208,aggressively,audacieuxse,kühn,baldanzosamente,audaciosamente,descaradamente
adverbios,3,208,bravely,avec audace,unverfroren,,,
adverbios,1,209,,,,,optimamente,
adverbios,1,210,little,peu,wenig,poco,pouco,poco
adverbios,2,210,few,plutôt,klein,piccolo,poucos,poquito
adverbios,3,210,spot,un peu,wenige,minuscolo,reduzido,poquita
adverbios,1,211,near,proche,nahe,vicino,perto,cerca
adverbios,2,211,close,près,nah,presso,próximo,cercano
adverbios,3,211,nearby,auprès,bei,prossimo,vizinho,próximo
adverbios,1,212,hair,poil,Haar,pelo,pelo,pelo
adverbios,2,212,through,cheveu,durch,peli,pela,a través de
adverbios,3,212,fur,par,Fell,capelli,cabelo,cabello
adverbios,1,213,perhaps,peut-être,vielleicht,forse,talvez,tal vez
adverbios,2,213,maybe,il se peut que,möglicherweise,può darsi,porventura,quizá
adverbios,3,213,possibly,peut-être que,etwa,può essere che,pode ser que,acaso
adverbios,1,214,with a vengeance,pleinement,ganz,pienamente,plenamente,plenamente
adverbios,2,214,full,absolument,voll,completamente,cheiamente,henchidamente
adverbios,3,214,fully,complètement,vollständig,,em cheio,llenamente
adverbios,1,215,,,,,precocemente,precozmente
adverbios,1,216,,,,,privadamente,privadamente
adverbios,1,217,publicly,publiquement,öffentlich,pubblicamente,publicamente,públicamente
adverbios,2,217,overtly,en public,in der Öffentlichkeit,in pubblico,em público,en público
adverbios,3,217,in the open,au grand jour,,,,
adverbios,1,218,patiently,patiemment,geduldig,pazientemente,pacientemente,pacientemente
adverbios,2,218,,,,,de forma paciente,
adverbios,1,219,partially,partiellement,teils,in parte,parcialmente,parcialmente
adverbios,2,219,partly,en partie,teilweise,parzialmente,em parte,parte
adverbios,3,219,in a measure,partie,zum Teil,parte,,en parte
adverbios,1,220,for good,en permanence,permanent,permanentemente,permanentemente,permanentemente
adverbios,2,220,permanently,continuellement,dauerhaft,definitivamente,de uma vez por todas,definitivamente
adverbios,3,220,for keeps,continument,ein für allemal,stabilmente,definitivamente,
adverbios,1,221,positively,positivement,positiv,positivamente,positivamente,positivamente
adverbios,2,221,confidently,favorablement,,concretamente,,
adverbios,3,221,on the plus side,,,,,
adverbios,1,222,almost,presque,fast,quasi,quase,casi
adverbios,2,222,nearly,quasiment,beinahe,praticamente,perto de,practicamente
adverbios,3,222,practically,quasi,schier,pressoché,por pouco,por poco
adverbios,1,223,recently,récemment,neulich,recentemente,recentemente,recientemente
adverbios,2,223,lately,dernièrement,kürzlich,ultimamente,ultimamente,últimamente
adverbios,3,223,of late,naguère,neuerdings,appena,há pouco tempo,acabar de
adverbios,1,224,regularly,régulièrement,gleichmäßig,regolarmente,regularmente,regularmente
adverbios,2,224,evenly,assidûment,regelmäßig,spesso,muitasvezes,igualmente
adverbios,3,224,on a regular basis,constamment,turnusmäßig,in modo uniforme,diariamente,uniformemente
adverbios,1,225,relatively,relativement,relativ,relativamente,relativamente,relativamente
adverbios,2,225,comparatively,comparativement,verhältnismäßig,relativo,comparativamente,comparativamente
adverbios,3,225,,assez,vergleichsweise,comparativamente,,
adverbios,1,226,suddenly,soudainement,plötzlich,improvvisamente,repentinamente,de repente
adverbios,2,226,abruptly,subitement,jäh,ad un tratto,de repente,repentinamente
adverbios,3,226,all of a sudden,soudain,unvermittelt,all’improvviso,subitamente,de golpe
adverbios,1,227,dutifully,respectueusement,ehrbietig,ossequiosamente,respeitosamente,respetuosamente
adverbios,2,227,respectfully,,hochachtungsvoll,riguardosamente,,
adverbios,3,227,regardfully,,,rispettosamente,,
adverbios,1,229,routinely,habituellement,routinemäßig,abitudinario,rotineiramente,rutinariamente
adverbios,2,229,usually,routinièrement,routinemässig,per abitudine,por hábito,habitualmente
adverbios,3,229,,de routine,üblicherweise,,por rotina,
adverbios,1,230,always,toujours,immer,sempre,sempre,siempre
adverbios,2,230,ever,continuellement,stets,continuamente,eternamente,perpetuamente
adverbios,3,230,invariably,perpétuellement,jederzeit,perpetuamente,em todo o tempo,continuamente
adverbios,1,231,alone,seul,allein,solo,só,solo
adverbios,2,231,only,seulement,nur,soltanto,somente,sólo
adverbios,3,231,just,ne ... que,bloß,unico,sozinho,solamente
adverbios,1,232,then,puis,danach,,seguidamente,después
adverbios,2,232,,tout de suite,,,sequencialmente,seguidamente
adverbios,3,232,,,,,depois,
adverbios,1,233,silently,silencieusement,ruhig,silenziosamente,silenciosamente,silenciosamente
adverbios,2,233,mutely,paisablement,still,calmo,,despacio
adverbios,3,233,taciturnly,tranquillement,leise,tacitamente,,mansamente
adverbios,1,234,simply,simplement,einfach,semplicemente,simplesmente,simplemente
adverbios,2,234,just,bonnement,nur,solo,apenas,sencillamente
adverbios,3,234,merely,seulement,glattweg,soltanto,somente,sólo
adverbios,1,235,truly,sincèrement,aufrichtig,sinceramente,sinceramente,sinceramente
adverbios,2,235,genuinely,vraiment,offen,invero,genuìna,sin pretensiones
adverbios,3,235,sincerely,amicalement,MfG,realmente,seriamente,verdaderamente
adverbios,1,236,superficially,rapidement,flugs,superficialmente,superficialmente,superficialmente
adverbios,2,236,skim,superficiellement,geschwind,scorrere,diagonal,de prisa
adverbios,3,236,apace,feuilleter,schnell,presto,em,pronto
adverbios,1,237,amazingly,étonnamment,überraschend,sorprendentemente,surpreendentemente,sorprendentemente
adverbios,2,237,surprisingly,surprenantement,überraschenderweise,incredibilmente,assombrosamente,increíblemente
adverbios,3,237,startlingly,incroyablement,erstaunlich,stupefacentemente,incrivelmente,asombrosamente
adverbios,1,238,afternoon,après-midi,Abend,pomeriggio,tarde,tarde
adverbios,2,238,evening,tard,Nachmittag,sera,noite,noche
adverbios,3,238,late,soir,spät,tardi,fim de tarde,tardío
adverbios,1,240,so,aussi,so,tanto,tão,tan
adverbios,2,240,as,tellement,wie,come,tanto,tanto
adverbios,3,240,that,si,also,quale,ao longo de,como
adverbios,1,241,altogether,complètement,ganz,completamente,totalmente,completamente
adverbios,2,241,quite,totalement,völlig,interamente,completamente,enteramente
adverbios,3,241,completely,entièrement,gänzlich,totalmente,absolutamente,totalmente
adverbios,1,242,peacefully,paisiblement,ruhig,tranquillamente,tranquilamente,tranquilamente
adverbios,2,242,calmly,tranquillement,friedlich,pacificamente,pacificamente,pacíficamente
adverbios,3,242,collectedly,pacifiquement,,serenamente,calmamente,calmadamente
adverbios,1,243,sadly,malheureusement,traurig,infelicemente,tristemente,tristemente
adverbios,2,243,unhappily,tristement,traurigerweise,tristemente,descontentemente,desgraciadamente
adverbios,3,243,lacrimoso,malheuresement,,per disgrazia,,desgraciados
adverbios,1,244,recently,dernièrement,neulich,ultimamente,ultimamente,últimamente
adverbios,2,244,lately,récemment,kürzlich,recentemente,recentemente,recientemente
adverbios,3,244,ultimately,en fin de compte,letztens,di recente,afinal de contas,hace poco
adverbios,1,245,solely,uniquement,einzig,esclusivamente,unicamente,únicamente
adverbios,2,245,exclusively,exclusivement,lediglich,unicamente,exclusivamente,sólo
adverbios,3,245,only,seulement,nur,solamente,exclusive,exclusivamente
adverbios,1,246,urgently,urgentement,eindringlich,disperatamente,urgentemente,urgentemente
adverbios,2,246,sorely,désespérément,vordringlich,imperiosamente,desesperadamente,a la desesperada
adverbios,3,246,desperately,cruellement,,perdutamente,,apremiantemente
adverbios,1,247,usefully,utilement,,utilmente,utilmente,útilmente
adverbios,2,247,,avec fruit,,,,
adverbios,1,248,truly,vraiment,wahrlich,davvero,verdadeiramente,verdaderamente
adverbios,2,248,really,véritablement,wirklich,infatti,na realidade,de veras
adverbios,3,248,indeed,en fait,wahrhaftig,veramente,deveras,en realidad
adverbios,1,249,brightly,vivement,forsch,,vivamente,brioso
adverbios,2,249,graphicallly,,,,,con brío
adverbios,3,249,briskly,,,,,enérgico
adverbios,1,250,willingly,volontairement,freiwillig,volentieri,voluntariamente,voluntariamente
adverbios,2,250,gladly,volontiers,gern,volontariamente,de boa vontade,de buena gana
adverbios,3,250,voluntarily,bénévolement,am liebsten,volontieri,voluntàriamente,más bien
adverbios,1,251,like blazes,rapidement,schnell,rapidamente,velozmente,rápidamente
adverbios,2,251,fast,promptement,rasch,velocemente,rapidamente,velozmente
adverbios,3,251,,vite,,,rápido,
adverbios,1,253,zealously,avec zèle,in eifriger Weise,zelantemente,zelosamente,celosamente
adverbios,2,253,studiously,soigneusement,eifrig,con cura,assiduamente,fervorosamente
adverbios,3,253,dutifully,diligemment,fleißig,diligentemente,com zelo,afanosamente
verbos_infinitivos,1,254,rock,secouer,bewegen,cullare,abalar,conmover
verbos_infinitivos,2,254,affect,ébranler,erschüttern,posare,balançar,agitar
verbos_infinitivos,3,254,move,remuer,ergreifen,agitare,comover,sacudir
verbos_infinitivos,1,255,light,allumer,anzünden,accendere,acender,encender
verbos_infinitivos,2,255,ignite,enflammer,entfachen,dare,ligar,prender
verbos_infinitivos,3,255,kindle,brancher,anstecken,donare,atear,dar
verbos_infinitivos,1,256,admire,admirer,bewundern,ammirare,admirar,admirar
verbos_infinitivos,2,256,amaze,étonner,verehren,sbalordire,estontear,asombrar
verbos_infinitivos,3,256,look up to,stupéfier,verwundern,stupire,assombrar,sorprender
verbos_infinitivos,1,257,contrast,contraster,bewerten,,aferir,contrastar
verbos_infinitivos,2,257,survey,étalonner,einschätzen,,contrastar,
verbos_infinitivos,3,257,calibrate,tarer,vergleichen,,,
verbos_infinitivos,1,258,agitate,agiter,aufwühlen,agitare,agitar,agitar
verbos_infinitivos,2,258,stir,remuer,agitieren,rimescolare,bater,sacudir
verbos_infinitivos,3,258,wave,battre,schwenken,sbattere,mexer,perturbar
verbos_infinitivos,1,259,parade,parader,prunken,,alardear,desfilar
verbos_infinitivos,2,259,display,défiler,paradieren,,desfilar,formar
verbos_infinitivos,3,259,flaunt,défilé,stolzieren,,formar em parada,ostentar
